,Unnamed: 0,Unnamed: 0.1,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural,full_address,DPA_POST_TOWN,DPA_STATUS,DPA_MATCH_DESCRIPTION,DPA_THOROUGHFARE_NAME,DPA_Y_COORDINATE,DPA_UPRN,DPA_RPC,DPA_POSTCODE,DPA_ADDRESS,DPA_X_COORDINATE,DPA_ORGANISATION_NAME,DPA_MATCH,DPA_BUILDING_NAME,DPA_lat,DPA_lng,DPA_BUILDING_NUMBER,DPA_DEPENDENT_THOROUGHFARE_NAME,DPA_SUB_BUILDING_NAME
137,126495,126495,John Kitchen Centre,22,Linden Grove,London,Kairos,Hospitals/Childcare/Caring Premises,5,5,,364738,5,,51.463226,46039,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059622,SE15 3LF,24/01/2013,fhrs_5_en-GB,5,,FHRS,5,"Kairos, John Kitchen Centre, 22 Linden Grove, London, SE15 3LF",LONDON,APPROVED,GOOD,LINDEN GROVE,170654,1.0002E+11,1,SE26 5PH,"22, LINDEN GROVE, LONDON, SE26 5PH",535534,,0.9,,-0.052247977,51.41870594,22,,
138,126501,126501,,19,Peckham High Street,London,Kam foh,Takeaway/sandwich shop,7844,5,,449256,5,,51.473716,181274,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,24/09/2013,fhrs_5_en-GB,5,,FHRS,0,"Kam foh, 19 Peckham High Street, London, SE15 5EB",LONDON,APPROVED,EXACT,PECKHAM HIGH STREET,176741,2.00003E+11,1,SE15 5EB,"KAM FOH, 19, PECKHAM HIGH STREET, LONDON, SE15 5EB",533955,KAM FOH,1,,-0.072640064,51.4737815,19,,
139,126502,126502,,44,Peckham Rye,London,Kapadokya,Takeaway/sandwich shop,7844,5,,363690,0,,51.465565,176071,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066722,SE15 4JR,30/08/2012,fhrs_5_en-GB,5,,FHRS,0,"Kapadokya, 44 Peckham Rye, London, SE15 4JR",LONDON,APPROVED,GOOD,PECKHAM RYE,175818,2.00003E+11,1,SE15 4JR,"KAPADOKYA FISH SHOP, 44, PECKHAM RYE, LONDON, SE15 4JR",534388,KAPADOKYA FISH SHOP,0.8,,-0.066759978,51.46538448,44,,
140,126505,126505,,18,Choumert Road,London,Kashmir grocers,Retailers - other,4613,20,,363994,15,,51.468211,1850,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,01/07/2014,fhrs_1_en-GB,1,,FHRS,10,"Kashmir grocers, 18 Choumert Road, London, SE15 4SE",LONDON,APPROVED,GOOD,CHOUMERT ROAD,176129,10091838253,1,SE15 4SE,"KASMIR GROCERS, 18-20, CHOUMERT ROAD, LONDON, SE15 4SE",534267,KASMIR GROCERS,0.8,18-20,-0.068382787,51.46820794,,,
141,126507,126507,,165,Peckham Hill Street,London,Katies,Takeaway/sandwich shop,7844,10,,363676,10,,51.474661,175982,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06867,SE15 5JZ,24/06/2014,fhrs_3_en-GB,3,,FHRS,5,"Katies, 165 Peckham Hill Street, London, SE15 5JZ",LONDON,APPROVED,EXACT,PECKHAM HILL STREET,176824,2.00003E+11,1,SE15 5JZ,"KATIES, 165, PECKHAM HILL STREET, LONDON, SE15 5JZ",534234,KATIES,1,,-0.068593829,51.47446131,165,,
142,126508,126508,,130,Peckham Hill Street,London,Katies kebab,Takeaway/sandwich shop,7844,5,,363656,5,,51.475275,175835,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06935,SE15 5JT,07/08/2013,fhrs_5_en-GB,5,,FHRS,5,"Katies kebab, 130 Peckham Hill Street, London, SE15 5JT",LONDON,APPROVED,GOOD,PECKHAM HILL STREET,176782,2.00003E+11,1,SE15 5JT,"KATIES KEBABS, 130, PECKHAM HILL STREET, LONDON, SE15 5JT",534210,KATIES KEBABS,0.8,,-0.068955127,51.47408957,130,,
143,126513,126513,,97,Azenby Road,London,Keerthanaa store,Retailers - other,4613,10,,364005,10,,51.469645,1867,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.077521,SE15 5AJ,20/08/2013,fhrs_3_en-GB,3,,FHRS,10,"Keerthanaa store, 97 Azenby Road, London, SE15 5AJ",,,,,,,,,,,,,,,,,,
144,126517,126517,,32,Rye Lane,London,Kentucky fried chicken,Restaurant/Cafe/Canteen,1,0,,364414,0,,51.472256,2963,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070053,SE15 5BS,22/08/2012,fhrs_5_en-GB,5,,FHRS,0,"Kentucky fried chicken, 32 Rye Lane, London, SE15 5BS",LONDON,APPROVED,GOOD,RYE LANE,176524,2.00003E+11,1,SE15 5BS,"32-36, RYE LANE, LONDON, SE15 5BS",534137,,0.9,32-36,-0.070103435,51.47178837,,,
145,126523,126523,,208,Rye Lane,London,Kgf (kingdom gift centre),Retailers - other,4613,5,,363770,5,,51.466439,176868,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066325,SE15 4NL,25/02/2011,fhrs_5_en-GB,5,,FHRS,5,"Kgf (kingdom gift centre), 208 Rye Lane, London, SE15 4NL",,,,,,,,,,,,,,,,,,
146,126528,126528,,135,Rye Lane,London,Khan's bargain limited (grocery),Retailers - other,4613,10,,362724,10,,51.469866,110165,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,14/04/2014,fhrs_2_en-GB,2,,FHRS,15,"Khan's bargain limited (grocery), 135 Rye Lane, London, SE15 4ST",LONDON,APPROVED,EXACT,RYE LANE,176309,2.00003E+11,1,SE15 4ST,"KHANS BARGAIN LTD, 135, RYE LANE, LONDON, SE15 4ST",534340,KHANS BARGAIN LTD,1,,-0.06726411,51.46980818,135,,
147,126529,126529,,35,Peckham High Street,London,Khf,Restaurant/Cafe/Canteen,1,10,,364369,5,,51.473716,2842,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,11/09/2014,fhrs_4_en-GB,4,,FHRS,5,"Khf, 35 Peckham High Street, London, SE15 5EB",LONDON,APPROVED,EXACT,PECKHAM HIGH STREET,176722,2.00003E+11,1,SE15 5EB,"35, PECKHAM HIGH STREET, LONDON, SE15 5EB",534019,,1,,-0.071726321,51.47359562,35,,
148,126530,126530,,47,Peckham High Street,London,Kim lien,Retailers - other,4613,10,,542859,10,,51.473716,182291,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,14/04/2014,fhrs_4_en-GB,4,,FHRS,0,"Kim lien, 47 Peckham High Street, London, SE15 5EB",LONDON,APPROVED,GOOD,PECKHAM HIGH STREET,176715,2.00003E+11,1,SE15 5EB,"KIN LIEN MINI MARKET, 47, PECKHAM HIGH STREET, LONDON, SE15 5EB",534059,KIN LIEN MINI MARKET,0.8,,-0.071153388,51.47352325,47,,
149,126533,126533,,56,Gibbon Road,London,King valley fried chicken,Takeaway/sandwich shop,7844,0,,364549,0,,51.466568,3352,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.051835,SE15 3XE,09/10/2012,fhrs_5_en-GB,5,,FHRS,5,"King valley fried chicken, 56 Gibbon Road, London, SE15 3XE",LONDON,APPROVED,GOOD,GILTON ROAD,172387,1.00022E+11,1,SE6 1PJ,"56, GILTON ROAD, LONDON, SE6 1PJ",539277,,0.9,,0.002226648,51.43337241,56,,
150,126546,126546,,119,Queens Road,London,Kitchen 54,Takeaway/sandwich shop,7844,10,,692072,10,,51.473961,184225,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059484,SE15 2EZ,23/07/2014,fhrs_3_en-GB,3,,FHRS,10,"Kitchen 54, 119 Queens Road, London, SE15 2EZ",LONDON,APPROVED,GOOD,QUEEN MARY ROAD,170912,1.00021E+11,1,SE19 3NL,"119, QUEEN MARY ROAD, LONDON, SE19 3NL",531931,,0.8,,-0.103936582,51.4218737,119,,
151,126548,126548,,92,Rye Lane,London,Kna food centre,Retailers - other,4613,0,,364002,0,,51.469024,1864,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,14/04/2014,fhrs_4_en-GB,4,,FHRS,10,"Kna food centre, 92 Rye Lane, London, SE15 4RZ",LONDON,APPROVED,GOOD,RYE LANE,176276,2.00003E+11,1,SE15 4RZ,"K & A FOODS, 90-92, RYE LANE, LONDON, SE15 4RZ",534254,K & A FOODS,0.8,90-92,-0.068514042,51.46953202,,,
152,126554,126554,,127,Evelina Road,London,Kristal pharmacy,Retailers - other,4613,,,364678,,,51.466101,42019,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056707,SE15 3HB,21/04/2007,fhrs_exempt_en-GB,Exempt,,FHRS,,"Kristal pharmacy, 127 Evelina Road, London, SE15 3HB",LONDON,APPROVED,GOOD,EVELINA ROAD,175911,2.00003E+11,2,SE15 3HB,"KRISTALS PHARMACY, 127-129, EVELINA ROAD, LONDON, SE15 3HB",535078,KRISTALS PHARMACY,0.8,127-129,-0.056797454,51.46605609,,,
153,126556,126556,,5,Choumert Road,London,Krootown market,Retailers - other,4613,10,,467680,10,,51.468211,180608,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,25/10/2012,fhrs_3_en-GB,3,,FHRS,10,"Krootown market, 5 Choumert Road, London, SE15 4SE",LONDON,APPROVED,GOOD,CHOUMERT ROAD,176114,10090285281,1,SE15 4BG,"KROO TOWN, 5 THE MARKET, CHOUMERT ROAD, LONDON, SE15 4BG",534314,KROO TOWN,0.8,5 THE MARKET,-0.067712248,51.468062,,,
154,126560,126560,,74,Peckham High Street,London,Kumasi market,Retailers - other,4613,20,,363999,0,,51.473722,1860,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068436,SE15 5ED,14/04/2014,fhrs_1_en-GB,1,,FHRS,0,"Kumasi market, 74 Peckham High Street, London, SE15 5ED",LONDON,APPROVED,GOOD,PECKHAM HIGH STREET,176708,2.00003E+11,1,SE15 5ED,"FLAT A-B, 74, PECKHAM HIGH STREET, LONDON, SE15 5ED",534168,,0.9,,-0.069587573,51.47343453,74,,FLAT A-B
155,126601,126601,,48,Rye Lane,,Le petit jardin,Restaurant/Cafe/Canteen,1,5,,364845,5,,51.471164,55120,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069782,SE15 5BY,06/01/2009,fhrs_5_en-GB,5,,FHRS,5,"Le petit jardin, 48 Rye Lane, SE15 5BY",LONDON,APPROVED,GOOD,RYE LANE,176465,10000819121,2,SE15 5BY,"SKY ASSOCIATES LTD, RYE LANE MARKET, 48, RYE LANE, LONDON, SE15 5BY",534162,SKY ASSOCIATES LTD,0.8,RYE LANE MARKET,-0.069766087,51.47125225,48,,
156,126617,126617,,200,Rye Lane,London,Lerryn's,Restaurant/Cafe/Canteen,1,10,,665576,5,,51.467202,183763,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066768,SE15 4NF,06/05/2014,fhrs_3_en-GB,3,,FHRS,10,"Lerryn's, 200 Rye Lane, London, SE15 4NF",LONDON,APPROVED,GOOD,RYE LANE,175987,2.00003E+11,1,SE15 4NF,"LERRYNS CAFE, 200, RYE LANE, LONDON, SE15 4NF",534421,LERRYNS CAFE,0.8,,-0.066220998,51.46689535,200,,
157,126623,126623,,5,Bellenden Road,London,Lidl uk gmbh,Retailers - supermarkets/hypermarkets,7840,5,,364761,10,,51.472484,48914,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.071325,SE15 5BA,17/04/2009,fhrs_3_en-GB,3,,FHRS,10,"Lidl uk gmbh, 5 Bellenden Road, London, SE15 5BA",LONDON,APPROVED,PARTIAL,BELLENDEN ROAD,176566,10000818823,1,SE15 5BA,"POUNDSTRETCHERS, 5, BELLENDEN ROAD, LONDON, SE15 5BA",534095,POUNDSTRETCHERS,0.7,,-0.070691854,51.47217575,5,,
158,126627,126627,Lime Tree House,2,Dundas Road,London,Lime tree house,Hospitals/Childcare/Caring Premises,5,5,,542844,0,,51.470272,182096,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.0545,SE15 2DL,13/03/2013,fhrs_5_en-GB,5,,FHRS,0,"Lime tree house, Lime Tree House, 2 Dundas Road, London, SE15 2DL",LONDON,APPROVED,GOOD,DUNDALK ROAD,175701,1.00023E+11,1,SE4 2JL,"2, DUNDALK ROAD, LONDON, SE4 2JL",536082,,0.9,,-0.042433592,51.46392867,2,,
159,126632,126632,,165,Queens Road,London,Lions fried chicken,Takeaway/sandwich shop,7844,10,,365041,0,,51.473679,77933,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,23/01/2014,fhrs_4_en-GB,4,,FHRS,10,"Lions fried chicken, 165 Queens Road, London, SE15 2ND",LONDON,APPROVED,EXACT,QUEENS ROAD,176749,2.00003E+11,1,SE15 2ND,"165, QUEENS ROAD, LONDON, SE15 2ND",535062,,1,,-0.056707684,51.47359046,165,,
160,126638,126638,,59,Peckham High Street,London,Little hut,Retailers - other,4613,20,,362969,15,,51.473716,1365,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,14/04/2014,fhrs_1_en-GB,1,,FHRS,10,"Little hut, 59 Peckham High Street, London, SE15 5EB",LONDON,APPROVED,EXACT,PECKHAM HIGH STREET,176721,2.00003E+11,1,SE15 5EB,"LITTLE HUT, 59, PECKHAM HIGH STREET, LONDON, SE15 5EB",534098,LITTLE HUT,1,,-0.070589917,51.47356793,59,,
161,126639,126639,,60a,Amott Road,London,Little jungle nursery,Hospitals/Childcare/Caring Premises,5,5,,363882,5,,51.464093,178228,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070728,SE15 4JD,18/11/2014,fhrs_4_en-GB,4,,FHRS,10,"Little jungle nursery, 60a, Amott Road, London, SE15 4JD",LONDON,APPROVED,EXACT,AMOTT ROAD,175648,2.00003E+11,1,SE15 4JD,"LITTLE JUNGLE NURSERY, 60A, AMOTT ROAD, LONDON, SE15 4JD",534065,LITTLE JUNGLE NURSERY,1,60A,-0.071471417,51.46393332,,,
162,126646,126646,,281-283,Rye Lane,London,Little winners day nursery,Hospitals/Childcare/Caring Premises,5,5,,363408,5,,51.46589,173666,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.0657,SE15 4UA,03/09/2014,fhrs_4_en-GB,4,,FHRS,10,"Little winners day nursery, 281-283, Rye Lane, London, SE15 4UA",LONDON,APPROVED,GOOD,RYE LANE,175888,10091837739,1,SE15 4UA,"LITTLE WINNERS NURSERY, 281-283, RYE LANE, LONDON, SE15 4UA",534453,LITTLE WINNERS NURSERY,0.9,281-283,-0.065798219,51.4659981,,,
163,126653,126653,,38,Choumert Road,London,Lolak,Restaurant/Cafe/Canteen,1,20,,363206,15,,51.468211,171423,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,18/12/2013,fhrs_1_en-GB,1,,FHRS,10,"Lolak, 38 Choumert Road, London, SE15 4SE",LONDON,APPROVED,PARTIAL,CHOUMERT ROAD,176118,2.00003E+11,1,SE15 4SE,"LODAK AFRIQUE RESTAURANT, 38-40, CHOUMERT ROAD, LONDON, SE15 4SE",534223,LODAK AFRIQUE RESTAURANT,0.7,38-40,-0.06902003,51.46811952,,,
164,126682,126682,,37,Peckham Road,London,London self storage centre,Distributors/Transporters,7,,,635637,,,51.474265,6066,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079573,SE5 8UH,29/01/2014,fhrs_exempt_en-GB,Exempt,,FHRS,,"London self storage centre, 37 Peckham Road, London, SE5 8UH",LONDON,HISTORICAL,PARTIAL,PECKHAM ROAD,176804,2.00003E+11,1,SE15 5LP,"DIVISIONAL SCHOOL CARE ORGANISER, PECKHAM ROAD, LONDON, SE15 5LP",533921,DIVISIONAL SCHOOL CARE ORGANISER,0.7,,-0.073105459,51.47435569,,,
165,126712,126712,,105,Peckham High Street,London,M manze,Restaurant/Cafe/Canteen,1,0,,364362,0,,51.473836,2829,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069309,SE15 5RS,06/01/2011,fhrs_5_en-GB,5,,FHRS,0,"M manze, 105 Peckham High Street, London, SE15 5RS",LONDON,APPROVED,GOOD,PECKHAM HIGH STREET,176774,2.00003E+11,1,SE15 5RS,"M MANZE PIE & MASH, 105, PECKHAM HIGH STREET, LONDON, SE15 5RS",534214,M MANZE PIE & MASH,0.8,,-0.068900604,51.47401673,105,,
166,126719,126719,,54,Linden Grove,London,Magic mind,Hospitals/Childcare/Caring Premises,5,5,,365092,5,,51.463226,89693,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059622,SE15 3LF,26/06/2014,fhrs_5_en-GB,5,,FHRS,5,"Magic mind, 54 Linden Grove, London, SE15 3LF",LONDON,APPROVED,EXACT,LINDEN GROVE,175510,2.00003E+11,1,SE15 3LF,"54, LINDEN GROVE, LONDON, SE15 3LF",534990,,1,,-0.058216506,51.46247354,54,,
167,126733,126733,,2,Nunhead Green,London,Man of kent,Pub/bar/nightclub,7843,10,,364162,5,,51.465307,2387,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058224,SE15 3QF,21/04/2007,fhrs_4_en-GB,4,,FHRS,5,"Man of kent, 2 Nunhead Green, London, SE15 3QF",LONDON,APPROVED,GOOD,NUNHEAD GREEN,175763,2.00003E+11,1,SE15 3QF,"MAN OF KENT, 2-4, NUNHEAD GREEN, LONDON, SE15 3QF",534950,MAN OF KENT,0.9,02-Apr,-0.058695463,51.46475662,,,
168,126737,126737,,145,Peckham High Street,London,Mango associates,Retailers - other,4613,20,,362904,10,,51.474167,130573,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066488,SE15 5SL,23/07/2014,fhrs_1_en-GB,1,,FHRS,15,"Mango associates, 145 Peckham High Street, London, SE15 5SL",LONDON,APPROVED,GOOD,PECKHAM HIGH STREET,176796,2.00003E+11,1,SE15 5SL,"MANGO ACCESSORIES, 145, PECKHAM HIGH STREET, LONDON, SE15 5SL",534369,MANGO ACCESSORIES,0.8,,-0.06666183,51.47417767,145,,
169,126738,126738,,149-151,Copeland Road,London,Mani caterers,Mobile caterer,7846,0,,363150,5,,51.469911,170507,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.064162,SE15 3SN,26/02/2009,fhrs_5_en-GB,5,,FHRS,5,"Mani caterers, 149-151, Copeland Road, London, SE15 3SN",,,,,,,,,,,,,,,,,,
170,126744,126744,7 The Market,,Choumert Road,London,Marampa koya,Other catering premises,7841,10,,617537,10,,51.464881,183423,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07274,SE15 4BG,30/10/2014,fhrs_3_en-GB,3,,FHRS,10,"Marampa koya, 7 The Market, Choumert Road, London, SE15 4BG",LONDON,APPROVED,GOOD,CHOUMERT ROAD,176094,2.00003E+11,1,SE15 4SE,"7, CHOUMERT ROAD, LONDON, SE15 4SE",534262,,0.9,,-0.068468009,51.4678946,7,,
171,126760,126760,,147-149,Peckham Hill Street,London,Mason & white ltd,Retailers - other,4613,,,362815,,,51.474661,1220,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06867,SE15 5JZ,26/04/2007,fhrs_exempt_en-GB,Exempt,,FHRS,,"Mason & white ltd, 147-149, Peckham Hill Street, London, SE15 5JZ",LONDON,APPROVED,EXACT,PECKHAM HILL STREET,176869,2.00003E+11,1,SE15 5JZ,"LLOYDS PHARMACY, 147-149, PECKHAM HILL STREET, LONDON, SE15 5JZ",534221,LLOYDS PHARMACY,1,147-149,-0.068763819,51.47486878,,,
172,126768,126768,,26a,Peckham Rye,London,Mc neils,Takeaway/sandwich shop,7844,20,,692067,15,,51.465565,184202,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066722,SE15 4JR,03/06/2014,fhrs_1_en-GB,1,,FHRS,10,"Mc neils, 26a, Peckham Rye, London, SE15 4JR",LONDON,APPROVED,GOOD,PECKHAM RYE,175866.12,2.00003E+11,1,SE15 4JR,"MCNEILS, 26A, PECKHAM RYE, LONDON, SE15 4JR",534385.94,MCNEILS,0.8,26A,-0.066771338,51.46581739,,,
173,126769,126769,,72,Rye Lane,London,Mcdonalds,Restaurant/Cafe/Canteen,1,0,,363772,5,,51.470269,176873,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068985,SE15 5DQ,09/10/2013,fhrs_4_en-GB,4,,FHRS,10,"Mcdonalds, 72 Rye Lane, London, SE15 5DQ",LONDON,APPROVED,GOOD,RYE HILL PARK,175226,2.00003E+11,1,SE15 3JU,"72, RYE HILL PARK, LONDON, SE15 3JU",535148,,0.8,,-0.056051962,51.45988375,72,,
174,126788,126788,,261,Rye Lane,London,Mfc (mediterranean food centre),Retailers - supermarkets/hypermarkets,7840,10,,692036,10,,51.466599,183256,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06567,SE15 4UR,31/07/2014,fhrs_3_en-GB,3,,FHRS,10,"Mfc (mediterranean food centre), 261 Rye Lane, London, SE15 4UR",,,,,,,,,,,,,,,,,,
175,126792,126792,Unit 11 Print Village,58,Chadwick Road,London,Mighty fine kitchen ltd,Manufacturers/packers,7839,0,,692052,0,,51.467827,183918,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.074127,SE15 4PU,19/06/2014,fhrs_4_en-GB,4,,FHRS,10,"Mighty fine kitchen ltd, Unit 11 Print Village, 58 Chadwick Road, London, SE15 4PU",LONDON,APPROVED,GOOD,CHADWICK ROAD,176110,10091837467,1,SE15 4PU,"HYPERDUB LTD, UNIT 11, PRINT VILLAGE, 58, CHADWICK ROAD, LONDON, SE15 4PU",533869,HYPERDUB LTD,0.9,PRINT VILLAGE,-0.074116397,51.46813141,58,,UNIT 11
176,126820,126820,,2a,Kirkwood Road,London,Monley's,Takeaway/sandwich shop,7844,10,,554963,0,,51.466971,182953,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058254,SE15 3XX,13/11/2014,fhrs_4_en-GB,4,,FHRS,0,"Monley's, 2a, Kirkwood Road, London, SE15 3XX",LONDON,APPROVED,GOOD,KIRKWOOD ROAD,175906,2.00003E+11,2,SE15 3XX,"MONLEYS CHICKEN, 2A, KIRKWOOD ROAD, LONDON, SE15 3XX",535021,MONLEYS CHICKEN,0.8,2A,-0.057619432,51.46602475,,,
177,126833,126833,,163,Rye Lane,London,Morleys fried chicken,Takeaway/sandwich shop,7844,20,,363942,20,,51.468604,179286,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067241,SE15 4TL,12/03/2014,fhrs_1_en-GB,1,,FHRS,10,"Morleys fried chicken, 163 Rye Lane, London, SE15 4TL",LONDON,HISTORICAL,PARTIAL,RYE LANE,176169,2.00003E+11,1,SE15 4TL,"163B, RYE LANE, LONDON, SE15 4TL",534354,,0.7,163B,-0.067115844,51.46854677,,,
178,126834,126834,,189,Queens Road,London,Morleys fried chicken,Takeaway/sandwich shop,7844,5,,364567,5,,51.473679,3420,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,13/08/2014,fhrs_5_en-GB,5,,FHRS,5,"Morleys fried chicken, 189 Queens Road, London, SE15 2ND",LONDON,APPROVED,EXACT,QUEENS ROAD,176736,2.00003E+11,1,SE15 2ND,"MORLEYS FRIED CHICKEN, 189, QUEENS ROAD, LONDON, SE15 2ND",535118,MORLEYS FRIED CHICKEN,1,,-0.055906837,51.47346028,189,,
179,126835,126835,,10,Peckham High Street,London,Morleys fried chicken,Takeaway/sandwich shop,7844,10,,635618,5,,51.473415,183399,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072697,SE15 5DT,11/02/2014,fhrs_4_en-GB,4,,FHRS,5,"Morleys fried chicken, 10 Peckham High Street, London, SE15 5DT",LONDON,APPROVED,EXACT,PECKHAM HIGH STREET,176710,2.00003E+11,1,SE15 5DT,"10, PECKHAM HIGH STREET, LONDON, SE15 5DT",533941,,1,,-0.072853261,51.47350624,10,,
180,126840,126840,Morrisons Petrol Station The,,Rye Lane,London,Morrisons,Retailers - supermarkets/hypermarkets,7840,5,,363594,5,,51.472746,175427,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,12/08/2010,fhrs_5_en-GB,5,,FHRS,5,"Morrisons, Morrisons Petrol Station The, Rye Lane, London, SE15 5EW",LONDON,APPROVED,PARTIAL,RYE LANE,176678,10009804746,2,SE15 5DW,"FLAT C, 1-2 CENTRAL BUILDINGS, RYE LANE, LONDON, SE15 5DW",534134,,0.7,1-2 CENTRAL BUILDINGS,-0.070088198,51.47317299,,,FLAT C
181,126841,126841,Unit 3 The Aylesham Centre,,Rye Lane,London,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,364536,0,,51.472746,3324,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,22/10/2010,fhrs_5_en-GB,5,,FHRS,0,"Morrisons, Unit 3 The Aylesham Centre, Rye Lane, London, SE15 5EW",LONDON,APPROVED,GOOD,RYE LANE,176632,2.00003E+11,1,SE15 5EW,"SPECSAVERS OPTICIANS, UNIT 3, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",534233,SPECSAVERS OPTICIANS,0.8,UNIT 3,-0.068681094,51.47273616,,AYLESHAM CENTRE,
182,126878,126878,Unit 2,Dec-16,Blenheim Grove,London,Muana london,Restaurant/Cafe/Canteen,1,20,,449250,10,,51.469437,180936,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070302,SE15 4QL,23/07/2014,fhrs_1_en-GB,1,,FHRS,10,"Muana london, Unit 2, 12-16 Blenheim Grove, London, SE15 4QL",LONDON,APPROVED,EXACT,BLENHEIM GROVE,176297,2.00003E+11,1,SE15 4QL,"MUANA LONDON, UNIT 2, 12-16, BLENHEIM GROVE, LONDON, SE15 4QL",534204,MUANA LONDON,1,Dec-16,-0.069225493,51.46973259,,,UNIT 2
183,126922,126922,,52,Rye Lane,London,New london butchers,Retailers - other,4613,10,,665583,10,,51.471164,183952,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069782,SE15 5BY,27/05/2014,fhrs_2_en-GB,2,,FHRS,15,"New london butchers, 52 Rye Lane, London, SE15 5BY",LONDON,APPROVED,GOOD,RYE LANE,176454,2.00003E+11,1,SE15 5BY,"LONDON BUTCHERS LTD, 52, RYE LANE, LONDON, SE15 5BY",534162,LONDON BUTCHERS LTD,0.9,,-0.06977026,51.4711534,52,,
