,Unnamed: 0,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
127828,127828,,37-41,Peckham Road,London,Total uk ltd (spar),Retailers - other,4613,0.0,,363002,5.0,,51.474265,138202,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079573,SE5 8UH,2010-08-12,fhrs_5_en-GB,5,,FHRS,0.0
127845,127845,,94,Rye Lane,London,Truly african ltd,Retailers - other,4613,10.0,,692079,10.0,,51.469024,184265,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,2014-05-20,fhrs_1_en-GB,1,,FHRS,20.0
127857,127857,,4,Gibbon Road,London,Two sisters,Takeaway/sandwich shop,7844,10.0,,364548,10.0,,51.468035,3350,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.052406,SE15 2AS,2013-07-17,fhrs_3_en-GB,3,,FHRS,10.0
127861,127861,,30,Rye Lane,London,Uk food store ltd,Retailers - other,4613,10.0,,363515,5.0,,51.472256,174788,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070053,SE15 5BS,2014-04-14,fhrs_2_en-GB,2,,FHRS,15.0
127869,127869,,62,Peckham High Street,London,United meats butchers,Retailers - other,4613,10.0,,362771,10.0,,51.473214,1123,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070891,SE15 5DP,2014-04-14,fhrs_3_en-GB,3,,FHRS,10.0
127870,127870,,104,Peckham High Street,London,United newsagents ltd,Retailers - other,4613,5.0,,687780,5.0,,51.473722,182964,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068436,SE15 5ED,2014-06-09,fhrs_4_en-GB,4,,FHRS,10.0
127892,127892,,35,Vestry Road,London,Vestry fish bar,Takeaway/sandwich shop,7844,10.0,,363400,10.0,,51.470704,173535,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.081781,SE5 8PG,2014-07-21,fhrs_2_en-GB,2,,FHRS,15.0
127895,127895,,82,Peckham High Street,London,Victory food store,Retailers - other,4613,20.0,,364535,20.0,,51.473722,3323,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068436,SE15 5ED,2014-04-14,fhrs_0_en-GB,0,,FHRS,15.0
127903,127903,,178-180,Bellenden Road,London,Village grocer,Retailers - other,4613,10.0,,714788,10.0,,51.466859,184475,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,2014-10-13,fhrs_3_en-GB,3,,FHRS,10.0
127924,127924,,205,Rye Lane,London,Wang jia supermarket,Retailers - other,4613,10.0,,467695,10.0,,51.467749,181261,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066687,SE15 4TP,2014-04-14,fhrs_3_en-GB,3,,FHRS,10.0
127929,127929,Forecourt After,125,Rye Lane,London,Welcome to jamaican village of vegetable,Retailers - other,4613,10.0,,714802,10.0,,51.469866,184740,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,2014-10-22,fhrs_3_en-GB,3,,FHRS,10.0
127934,127934,,29,Nunhead Grove,London,Westminster house youth club,Restaurant/Cafe/Canteen,1,10.0,,362777,0.0,,51.464587,1139,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058139,SE15 3LZ,2012-02-29,fhrs_4_en-GB,4,,FHRS,0.0
127949,127949,Unit 11a The Aylesham Centre,,Rye Lane,London,Wing tai chinese supermarket,Retailers - other,4613,10.0,,364418,0.0,,51.472746,2971,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,2014-04-14,fhrs_4_en-GB,4,,FHRS,0.0
127950,127950,Unit 15 The Aylesham Centre,,Rye Lane,London,Wing tai restaurant,Restaurant/Cafe/Canteen,1,0.0,,364006,0.0,,51.472746,1868,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,2012-08-22,fhrs_5_en-GB,5,,FHRS,5.0
127966,127966,,107,Peckham High Street,London,Yesil irmak,Retailers - other,4613,10.0,,564136,10.0,,51.473836,182904,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069309,SE15 5RS,2014-04-14,fhrs_3_en-GB,3,,FHRS,10.0
127967,127967,,277,Rye Lane,London,Yilmaz kebab,Takeaway/sandwich shop,7844,10.0,,365127,5.0,,51.46589,99302,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.0657,SE15 4UA,2014-04-01,fhrs_4_en-GB,4,,FHRS,5.0
127969,127969,,123,Bellenden Road,London,Yogi newsfare,Retailers - other,4613,10.0,,362867,0.0,,51.467913,1279,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072281,SE15 4QY,2011-01-13,fhrs_4_en-GB,4,,FHRS,0.0
127970,127970,,32a,Peckham High Street,London,Yop city le marche,Retailers - other,4613,20.0,,363271,5.0,,51.473214,171954,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070891,SE15 5DP,2012-08-14,fhrs_1_en-GB,1,,FHRS,10.0
127972,127972,,18,St Marys Road,London,Young parents education centre,School/college/university,7845,5.0,,364074,0.0,,51.472298,2145,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.055162,SE15 2DW,2012-09-17,fhrs_5_en-GB,5,,FHRS,5.0
127978,127978,,80,Rye Lane,London,Z a afro foods,Retailers - other,4613,20.0,,363720,10.0,,51.470033,176352,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068865,SE15 4RY,2014-07-22,fhrs_1_en-GB,1,,FHRS,15.0
127979,127979,,80,Rye Lane,London,Z a butchers,Retailers - other,4613,20.0,,362644,15.0,,51.470033,106274,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068865,SE15 4RY,2014-07-22,fhrs_1_en-GB,1,,FHRS,15.0
127981,127981,,64,Peckham High Street,London,Zara's tropical food store,Retailers - other,4613,0.0,,363998,0.0,,51.473214,1859,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070891,SE15 5DP,2014-04-14,fhrs_5_en-GB,5,,FHRS,0.0
