fhrs_rownum,fhrs_address,plot_address,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,plot_lat,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,plot_lng,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
127053,"Persepolis - taste of persia, 28 Peckham High Street, London, SE15 5DT","Persepolis - taste of persia, 28 Peckham High Street, London, SE15 5DT",,28,Peckham High Street,London,Persepolis - taste of persia,Retailers - other,4613,10,,364810,0,,51.473393,53346,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072453,SE15 5DT,12/10/2010,fhrs_4_en-GB,4,,FHRS,0
127058,"Petitou, 63 Choumert Road, London, SE15 4AR","Petitou, 63 Choumert Road, London, SE15 4AR",,63,Choumert Road,London,Petitou,Restaurant/Cafe/Canteen,1,5,,364786,0,,51.46755,51426,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070986,SE15 4AR,31/08/2012,fhrs_5_en-GB,5,,FHRS,0
127072,"Pished fish smokery, 38 Shenley Road, London, SE5 8NN","Pished fish smokery, 38 Shenley Road, London, SE5 8NN",,38,Shenley Road,London,Pished fish smokery,Other catering premises,7841,5,,733883,5,,51.472515,184739,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.080927,SE5 8NN,12/01/2015,fhrs_4_en-GB,4,,FHRS,10
127098,"Pound time plus, 131 Queens Road, London, SE15 2NB","Pound time plus, 131 Queens Road, London, SE15 2NB",,131,Queens Road,London,Pound time plus,Retailers - other,4613,10,,542870,0,,51.475145,182511,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058728,SE15 2NB,15/03/2013,fhrs_4_en-GB,4,,FHRS,0
127101,"Poundland, Unit 5-13 The Aylesham Centre, Rye Lane, London, SE15 5EW","Poundland, Unit 5-13 The Aylesham Centre, Rye Lane, London, SE15 5EW",Unit 5-13 The Aylesham Centre,,Rye Lane,London,Poundland,Retailers - other,4613,0,,449228,0,,51.472746,176955,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,24/08/2012,fhrs_5_en-GB,5,,FHRS,5
127102,"Poundstretcher ltd, Unit 1 To 2 Bellenden Road Bu, Bellenden Road, London, SE15 4RF","Poundstretcher ltd, Unit 1 To 2 Bellenden Road Bu, Bellenden Road, London, SE15 4RF",Unit 1 To 2 Bellenden Road Bu,,Bellenden Road,London,Poundstretcher ltd,Retailers - other,4613,5,,421381,0,,51.46886,50439,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072989,SE15 4RF,02/02/2011,fhrs_5_en-GB,5,,FHRS,5
127122,"Price cutter food & wine, 12 Peckham High Street, London, SE15 5DT","Price cutter food & wine, 12 Peckham High Street, London, SE15 5DT",,12,Peckham High Street,London,Price cutter food & wine,Retailers - other,4613,5,,363757,5,,51.473393,176724,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072453,SE15 5DT,03/02/2011,fhrs_5_en-GB,5,,FHRS,5
127123,"Primark, 51-57 Rye Lane, London, SE15 5EY","Primark, 51-57 Rye Lane, London, SE15 5EY",,51-57,Rye Lane,London,Primark,Retailers - other,4613,,,433579,,,51.471885,21632,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069349,SE15 5EY,21/11/2011,fhrs_exempt_en-GB,Exempt,,FHRS,
127124,"Prince albert, 111 Bellenden Road, London, SE15 4QY","Prince albert, 111 Bellenden Road, London, SE15 4QY",,111,Bellenden Road,London,Prince albert,Pub/bar/nightclub,7843,10,,364146,0,,51.467913,2353,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072281,SE15 4QY,16/04/2007,fhrs_4_en-GB,4,,FHRS,0
127137,"Pyrotechnist arms, 39 Nunhead Green, London, SE15 3QF","Pyrotechnist arms, 39 Nunhead Green, London, SE15 3QF",,39,Nunhead Green,London,Pyrotechnist arms,Pub/bar/nightclub,7843,10,,729152,10,,51.465307,184801,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058224,SE15 3QF,05/11/2014,fhrs_3_en-GB,3,,FHRS,10
127143,"Queen's coffee bar, 2b Kings Grove, London, SE15 2NB","Queen's coffee bar, 2b Kings Grove, London, SE15 2NB",,2b,Kings Grove,London,Queen's coffee bar,Restaurant/Cafe/Canteen,1,,,363820,,,51.475145,177348,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058728,SE15 2NB,29/05/2014,fhrs_5_en-GB,5,,FHRS,
127144,"Queens kitchen, 23-25 Peckham High Street, London, SE15 5EB","Queens kitchen, 23-25 Peckham High Street, London, SE15 5EB",,23-25,Peckham High Street,London,Queens kitchen,Takeaway/sandwich shop,7844,10,,362637,10,,51.473716,105858,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,17/10/2014,fhrs_2_en-GB,2,,FHRS,15
127145,"Queens oak care centre, 64-72 Queens Road, London, SE15 2QL","Queens oak care centre, 64-72 Queens Road, London, SE15 2QL",,64-72,Queens Road,London,Queens oak care centre,Hospitals/Childcare/Caring Premises,5,5,,363087,5,,51.473535,15063,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.060337,SE15 2QL,21/01/2014,fhrs_5_en-GB,5,,FHRS,5
127148,"R c patel, 62 Nunhead Lane, London, SE15 3QE","R c patel, 62 Nunhead Lane, London, SE15 3QE",,62,Nunhead Lane,London,R c patel,Retailers - other,4613,5,,363053,5,,51.464633,1422,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059865,SE15 3QE,29/02/2012,fhrs_5_en-GB,5,,FHRS,0
127151,"Rainbow breakfast and after school club, Baptist Church, Amott Road, London, SE15 4HU","Rainbow breakfast and after school club, Baptist Church, Amott Road, London, SE15 4HU",Baptist Church,,Amott Road,London,Rainbow breakfast and after school club,Hospitals/Childcare/Caring Premises,5,10,,363073,0,,51.463914,1458,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070247,SE15 4HU,13/09/2012,fhrs_4_en-GB,4,,FHRS,5
127156,"Rakhs news, 157-159 Peckham Hill Street, London, SE15 5JZ","Rakhs news, 157-159 Peckham Hill Street, London, SE15 5JZ",,157-159,Peckham Hill Street,London,Rakhs news,Retailers - other,4613,10,,362967,5,,51.474661,1363,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06867,SE15 5JZ,13/01/2011,fhrs_4_en-GB,4,,FHRS,5
127165,"Red cow, Red Cow, 190-192 Peckham High Street, London, SE15 5EG","Red cow, Red Cow, 190-192 Peckham High Street, London, SE15 5EG",Red Cow,190-192,Peckham High Street,London,Red cow,Pub/bar/nightclub,7843,10,,363881,10,,51.473707,178213,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.065326,SE15 5EG,31/10/2011,fhrs_2_en-GB,2,,FHRS,15
127192,"Rising stars nursery, The Peckham Hill Street Surger, 143-145 Peckham Hill Street, London, SE15 5JZ","Rising stars nursery, The Peckham Hill Street Surger, 143-145 Peckham Hill Street, London, SE15 5JZ",The Peckham Hill Street Surger,143-145,Peckham Hill Street,London,Rising stars nursery,Hospitals/Childcare/Caring Premises,5,10,,729115,5,,51.474707,184010,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068682,SE15 5JZ,11/04/2014,fhrs_4_en-GB,4,,FHRS,5
127195,"Rnr green grocers, 146-150 Rye Lane, London, SE15 4RZ","Rnr green grocers, 146-150 Rye Lane, London, SE15 4RZ",,146-150,Rye Lane,London,Rnr green grocers,Retailers - other,4613,5,,363377,5,,51.469024,173378,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,04/08/2010,fhrs_4_en-GB,4,,FHRS,10
127199,"Rock news, 46 Peckham Road, London, SE5 8PX","Rock news, 46 Peckham Road, London, SE5 8PX",,46,Peckham Road,London,Rock news,Retailers - other,4613,5,,363989,10,,51.473606,1836,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079989,SE5 8PX,27/05/2011,fhrs_4_en-GB,4,,FHRS,5
127212,"Roosters hut, 177-179 Rye Lane, London, SE15 4TP","Roosters hut, 177-179 Rye Lane, London, SE15 4TP",,177-179,Rye Lane,London,Roosters hut,Takeaway/sandwich shop,7844,10,,729151,5,,51.467685,184794,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,04/11/2014,fhrs_3_en-GB,3,,FHRS,10
127214,"Ropharm chemist, 169 Rye Lane, London, SE15 4TL","Ropharm chemist, 169 Rye Lane, London, SE15 4TL",,169,Rye Lane,London,Ropharm chemist,Retailers - other,4613,,,362834,,,51.468604,1243,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067241,SE15 4TL,08/05/2007,fhrs_exempt_en-GB,Exempt,,FHRS,
127228,"Royal caribbean spice bakery, 170 Bellenden Road, London, SE15 4BW","Royal caribbean spice bakery, 170 Bellenden Road, London, SE15 4BW",,170,Bellenden Road,London,Royal caribbean spice bakery,Other catering premises,7841,20,,654202,15,,51.466859,183972,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,13/03/2014,fhrs_0_en-GB,0,,FHRS,20
127232,"Royal mail, Peckham Delivery Office, 2-4 Highshore Road, London, SE15 5AU","Royal mail, Peckham Delivery Office, 2-4 Highshore Road, London, SE15 5AU",Peckham Delivery Office,02-Apr,Highshore Road,London,Royal mail,Restaurant/Cafe/Canteen,1,0,,364508,5,,51.471776,3267,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070937,SE15 5AU,04/11/2010,fhrs_5_en-GB,5,,FHRS,0
127236,"Ruby colls house, 15 Colls Road, London, SE15 2NS","Ruby colls house, 15 Colls Road, London, SE15 2NS",,15,Colls Road,London,Ruby colls house,Hospitals/Childcare/Caring Premises,5,10,,363448,0,,51.475268,174147,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.053682,SE15 2NS,17/01/2013,fhrs_4_en-GB,4,,FHRS,0
127237,"Rudds, 121 Evelina Road, London, SE15 3HB","Rudds, 121 Evelina Road, London, SE15 3HB",,121,Evelina Road,London,Rudds,Retailers - other,4613,0,,364676,0,,51.466101,42013,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056707,SE15 3HB,29/02/2012,fhrs_5_en-GB,5,,FHRS,0
127241,"Rye express, Unit 1, 137-139 Rye Lane, London, SE15 4ST","Rye express, Unit 1, 137-139 Rye Lane, London, SE15 4ST",Unit 1,137-139,Rye Lane,London,Rye express,Retailers - other,4613,10,,363458,10,,51.469866,174255,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,05/09/2011,fhrs_3_en-GB,3,,FHRS,5
127243,"Rye lane news and off licence, 164 Rye Lane, London, SE15 4NB","Rye lane news and off licence, 164 Rye Lane, London, SE15 4NB",,164,Rye Lane,London,Rye lane news and off licence,Retailers - other,4613,20,,364084,10,,51.467853,21934,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067518,SE15 4NB,14/04/2014,fhrs_1_en-GB,1,,FHRS,15
127244,"Rye news, 34 Peckham Rye, London, SE15 4JR","Rye news, 34 Peckham Rye, London, SE15 4JR",,34,Peckham Rye,London,Rye news,Retailers - other,4613,5,,363142,0,,51.465565,1688,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066722,SE15 4JR,29/02/2012,fhrs_5_en-GB,5,,FHRS,0
127245,"Rye oak school & childrens centre, Rye Oak Primary School, Whorlton Road, London, SE15 3PD","Rye oak school & childrens centre, Rye Oak Primary School, Whorlton Road, London, SE15 3PD",Rye Oak Primary School,,Whorlton Road,London,Rye oak school & childrens centre,School/college/university,7845,5,,407139,5,,51.46415,3159,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.064377,SE15 3PD,11/07/2014,fhrs_5_en-GB,5,,FHRS,5
127246,"S g convenience store (grocery), 40 Nunhead Lane, London, SE15 3TU","S g convenience store (grocery), 40 Nunhead Lane, London, SE15 3TU",,40,Nunhead Lane,London,S g convenience store (grocery),Retailers - other,4613,5,,364009,0,,51.463807,1872,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.061556,SE15 3TU,29/02/2012,fhrs_5_en-GB,5,,FHRS,0
127250,"Sabinah food store, 8 Choumert Road, London, SE15 4SE","Sabinah food store, 8 Choumert Road, London, SE15 4SE",,8,Choumert Road,London,Sabinah food store,Retailers - other,4613,10,,654170,10,,51.468211,183392,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,24/03/2014,fhrs_3_en-GB,3,,FHRS,10
127255,"Saffronland homes, 29 Fenwick Road, London, SE15 4HS","Saffronland homes, 29 Fenwick Road, London, SE15 4HS",,29,Fenwick Road,London,Saffronland homes,Hospitals/Childcare/Caring Premises,5,10,,364685,5,,51.463304,42312,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068689,SE15 4HS,16/02/2006,fhrs_4_en-GB,4,,FHRS,0
127268,"Sakhi quality meat, 6 Rye Lane, London, SE15 5BS","Sakhi quality meat, 6 Rye Lane, London, SE15 5BS",,6,Rye Lane,London,Sakhi quality meat,Retailers - other,4613,20,,665590,15,,51.472256,184036,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070053,SE15 5BS,26/03/2014,fhrs_1_en-GB,1,,FHRS,10
127269,"Sakisatu foods, Unit 27 K&S Indoor Market, 135a Rye Lane, London, SE15 4ST","Sakisatu foods, Unit 27 K&S Indoor Market, 135a Rye Lane, London, SE15 4ST",Unit 27 K&S Indoor Market,135a,Rye Lane,London,Sakisatu foods,Retailers - other,4613,10,,407107,10,,51.469866,178095,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,30/05/2012,fhrs_3_en-GB,3,,FHRS,10
127276,"Sam's kebab, 163 Bellenden Road, London, SE15 4DH","Sam's kebab, 163 Bellenden Road, London, SE15 4DH",,163,Bellenden Road,London,Sam's kebab,Takeaway/sandwich shop,7844,5,,362998,5,,51.466882,138186,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072468,SE15 4DH,14/07/2014,fhrs_5_en-GB,5,,FHRS,5
127296,"Seafood superstores, 213 Rye Lane, London, SE15 4TP","Seafood superstores, 213 Rye Lane, London, SE15 4TP",,213,Rye Lane,London,Seafood superstores,Retailers - other,4613,10,,363116,10,,51.467685,1574,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,07/03/2013,fhrs_3_en-GB,3,,FHRS,10
127309,"Shangeetha supermarket limited, 58-60 Peckham High Street, London, SE15 5DP","Shangeetha supermarket limited, 58-60 Peckham High Street, London, SE15 5DP",,58-60,Peckham High Street,London,Shangeetha supermarket limited,Retailers - other,4613,10,,569203,10,,51.473214,183062,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070891,SE15 5DP,14/04/2014,fhrs_3_en-GB,3,,FHRS,10
127333,"Silver fish bar, 50 Gibbon Road, London, SE15 3XE","Silver fish bar, 50 Gibbon Road, London, SE15 3XE",,50,Gibbon Road,London,Silver fish bar,Takeaway/sandwich shop,7844,0,,363118,0,,51.466568,1581,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.051835,SE15 3XE,09/10/2012,fhrs_5_en-GB,5,,FHRS,5
127351,"Small white elephant, 28 Choumert Road, London, SE15 4SE","Small white elephant, 28 Choumert Road, London, SE15 4SE",,28,Choumert Road,London,Small white elephant,Restaurant/Cafe/Canteen,1,5,,692061,5,,51.468211,184021,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,01/07/2014,fhrs_4_en-GB,4,,FHRS,10
127367,"Solochi food and drink ltd, Albrighton Community Centre, 37 Albrighton Road, London, SE22 8AH","Solochi food and drink ltd, Albrighton Community Centre, 37 Albrighton Road, London, SE22 8AH",Albrighton Community Centre,37,Albrighton Road,London,Solochi food and drink ltd,Other catering premises,7841,10,,581931,0,,51.464622,182996,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.081619,SE22 8AH,31/07/2013,fhrs_4_en-GB,4,,FHRS,10
127372,"Souhampton way care home, 296 Southampton Way, London, SE5 7HQ","Souhampton way care home, 296 Southampton Way, London, SE5 7HQ",,296,Southampton Way,London,Souhampton way care home,Hospitals/Childcare/Caring Premises,5,0,,363071,5,,51.47541,14554,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.078632,SE5 7HQ,09/01/2014,fhrs_5_en-GB,5,,FHRS,5
127381,"Southwark day centre for asylum seekers, Copleston Centre, Copleston Road, London, SE15 4AN","Southwark day centre for asylum seekers, Copleston Centre, Copleston Road, London, SE15 4AN",Copleston Centre,,Copleston Road,London,Southwark day centre for asylum seekers,Restaurant/Cafe/Canteen,1,0,,521974,0,,51.466197,182652,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.077306,SE15 4AN,12/02/2013,fhrs_5_en-GB,5,,FHRS,5
127404,"Spices, 91 Evelina Road, London, SE15 3HL","Spices, 91 Evelina Road, London, SE15 3HL",,91,Evelina Road,London,Spices,Takeaway/sandwich shop,7844,10,,363047,10,,51.466607,141759,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,24/02/2014,fhrs_3_en-GB,3,,FHRS,10
127405,"Spinners bakery ltd, 165 Rye Lane, London, SE15 4TL","Spinners bakery ltd, 165 Rye Lane, London, SE15 4TL",,165,Rye Lane,London,Spinners bakery ltd,Takeaway/sandwich shop,7844,,,729163,,,51.468604,184942,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067241,SE15 4TL,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
127409,"St andrews nursing home, 64-66 Choumert Road, London, SE15 4AX","St andrews nursing home, 64-66 Choumert Road, London, SE15 4AX",,64-66,Choumert Road,London,St andrews nursing home,Hospitals/Childcare/Caring Premises,5,5,,363246,5,,51.467841,171710,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.071132,SE15 4AX,14/07/2014,fhrs_5_en-GB,5,,FHRS,5
127431,"St. thomas the apostle church (licensed bar), 81 Evelina Road, London, SE15 3HL","St. thomas the apostle church (licensed bar), 81 Evelina Road, London, SE15 3HL",,81,Evelina Road,London,St. thomas the apostle church (licensed bar),Pub/bar/nightclub,7843,10,,362738,0,,51.466607,110237,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,10/10/2012,fhrs_4_en-GB,4,,FHRS,5
127432,"St. thomas the apostle church (place of worship/church), 81 Evelina Road, London, SE15 3HL","St. thomas the apostle church (place of worship/church), 81 Evelina Road, London, SE15 3HL",,81,Evelina Road,London,St. thomas the apostle church (place of worship/church),Other catering premises,7841,,,421377,,,51.466607,41984,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,10/10/2012,fhrs_exempt_en-GB,Exempt,,FHRS,
127433,"Staff bar - camberwell college of arts and design, 45-65 Peckham Road, London, SE5 8UF","Staff bar - camberwell college of arts and design, 45-65 Peckham Road, London, SE5 8UF",,45-65,Peckham Road,London,Staff bar - camberwell college of arts and design,Restaurant/Cafe/Canteen,1,5,,487200,0,,51.474068,182099,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.080733,SE5 8UF,23/11/2012,fhrs_5_en-GB,5,,FHRS,0
127438,"Star noodles, 114 Rye Lane, London, SE15 4RZ","Star noodles, 114 Rye Lane, London, SE15 4RZ",,114,Rye Lane,London,Star noodles,Restaurant/Cafe/Canteen,1,10,,364411,10,,51.469024,2952,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,09/05/2013,fhrs_3_en-GB,3,,FHRS,10
127449,"Stella's groceries and vegetables limited, 154 Rye Lane, London, SE15 4NB","Stella's groceries and vegetables limited, 154 Rye Lane, London, SE15 4NB",,154,Rye Lane,London,Stella's groceries and vegetables limited,Retailers - other,4613,10,,363992,10,,51.467853,1846,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067518,SE15 4NB,14/03/2013,fhrs_2_en-GB,2,,FHRS,15
127463,"Subway peckham, 1 Central Buildings, Rye Lane, London, SE15 5DW","Subway peckham, 1 Central Buildings, Rye Lane, London, SE15 5DW",1 Central Buildings,,Rye Lane,London,Subway peckham,Restaurant/Cafe/Canteen,1,0,,365012,0,,51.473218,71573,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070056,SE15 5DW,11/02/2011,fhrs_5_en-GB,5,,FHRS,0
127483,"Superdrug stores plc, 38-44 Rye Lane, London, SE15 5BY","Superdrug stores plc, 38-44 Rye Lane, London, SE15 5BY",,38-44,Rye Lane,London,Superdrug stores plc,Retailers - other,4613,0,,362836,5,,51.471164,1245,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069782,SE15 5BY,23/08/2012,fhrs_5_en-GB,5,,FHRS,5
127504,"Swaizie food store, 1a Choumert Road, London, SE15 4SE","Swaizie food store, 1a Choumert Road, London, SE15 4SE",,1a,Choumert Road,London,Swaizie food store,Retailers - other,4613,0,,364740,5,,51.468211,46196,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,29/02/2012,fhrs_5_en-GB,5,,FHRS,0
127513,"T & s afro cosmetics and food and wine, 213A Rye Lane, London, SE15 4TP","T & s afro cosmetics and food and wine, 213A Rye Lane, London, SE15 4TP",,213A,Rye Lane,London,T & s afro cosmetics and food and wine,Retailers - other,4613,10,,363995,0,,51.467685,1853,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,03/05/2007,fhrs_4_en-GB,4,,FHRS,0
127533,"Tastes, 12a Rye Lane, London, SE15 5BS","Tastes, 12a Rye Lane, London, SE15 5BS",,12a,Rye Lane,London,Tastes,Retailers - other,4613,10,,692039,10,,51.47232,183431,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070093,SE15 5BS,11/07/2014,fhrs_3_en-GB,3,,FHRS,10
127568,"Tesco stores ltd, 151-155 Queens Road, London, SE15 2ND","Tesco stores ltd, 151-155 Queens Road, London, SE15 2ND",,151-155,Queens Road,London,Tesco stores ltd,Retailers - supermarkets/hypermarkets,7840,5,,363318,5,,51.473679,172537,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,09/07/2014,fhrs_4_en-GB,4,,FHRS,10
127572,"Tesco stores ltd, Unit 1, 265 Rye Lane, London, SE15 4UR","Tesco stores ltd, Unit 1, 265 Rye Lane, London, SE15 4UR",Unit 1,265,Rye Lane,London,Tesco stores ltd,Retailers - supermarkets/hypermarkets,7840,5,,363249,5,,51.466599,171745,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06567,SE15 4UR,21/02/2012,fhrs_5_en-GB,5,,FHRS,5
127596,"The beer rebellion, 129 Queens Road, London, SE15 2NB","The beer rebellion, 129 Queens Road, London, SE15 2NB",,129,Queens Road,London,The beer rebellion,Pub/bar/nightclub,7843,5,,702299,5,,51.47509,184115,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058716,SE15 2NB,09/09/2014,fhrs_5_en-GB,5,,FHRS,5
127597,"The begging bowl, Part Ground Floor, 168 Bellenden Road, London, SE15 4BW","The begging bowl, Part Ground Floor, 168 Bellenden Road, London, SE15 4BW",Part Ground Floor,168,Bellenden Road,London,The begging bowl,Restaurant/Cafe/Canteen,1,5,,487184,0,,51.466859,181660,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,06/12/2012,fhrs_4_en-GB,4,,FHRS,10
127618,"The cadeleigh arms, 43 Lyndhurst Grove, London, SE15 5AN","The cadeleigh arms, 43 Lyndhurst Grove, London, SE15 5AN",,43,Lyndhurst Grove,London,The cadeleigh arms,Pub/bar/nightclub,7843,10,,364139,5,,51.470287,2337,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.08046,SE15 5AN,29/02/2012,fhrs_4_en-GB,4,,FHRS,5
127623,"The camden society, 133-137 Queens Road, London, SE15 2ND","The camden society, 133-137 Queens Road, London, SE15 2ND",,133-137,Queens Road,London,The camden society,Restaurant/Cafe/Canteen,1,0,,362935,5,,51.473679,133057,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,23/06/2014,fhrs_5_en-GB,5,,FHRS,5
127630,"The childrens society, 91 Queens Road, London, SE15 2EZ","The childrens society, 91 Queens Road, London, SE15 2EZ",,91,Queens Road,London,The childrens society,Restaurant/Cafe/Canteen,1,5,,364499,5,,51.473961,3230,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059484,SE15 2EZ,29/02/2012,fhrs_5_en-GB,5,,FHRS,5
127636,"The clf art cafe, 133 Copeland Road, London, SE15 3SN","The clf art cafe, 133 Copeland Road, London, SE15 3SN",,133,Copeland Road,London,The clf art cafe,Pub/bar/nightclub,7843,20,,564145,15,,51.469911,23344,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.064162,SE15 3SN,23/06/2013,fhrs_1_en-GB,1,,FHRS,15
127674,"The golden anchor, 16 Evelina Road, London, SE15 2DX","The golden anchor, 16 Evelina Road, London, SE15 2DX",,16,Evelina Road,London,The golden anchor,Pub/bar/nightclub,7843,10,,364671,10,,51.469161,41976,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.052013,SE15 2DX,23/10/2013,fhrs_2_en-GB,2,,FHRS,15
127682,"The great wall, 24 Nunhead Green, London, SE15 3QF","The great wall, 24 Nunhead Green, London, SE15 3QF",,24,Nunhead Green,London,The great wall,Takeaway/sandwich shop,7844,5,,364547,10,,51.465307,3348,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058224,SE15 3QF,10/10/2012,fhrs_3_en-GB,3,,FHRS,10
127685,"The greyhound, 109 Peckham High Street, London, SE15 5SE","The greyhound, 109 Peckham High Street, London, SE15 5SE",,109,Peckham High Street,London,The greyhound,Pub/bar/nightclub,7843,10,,364238,5,,51.474117,2522,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068362,SE15 5SE,26/04/2007,fhrs_4_en-GB,4,,FHRS,5
127703,"The kentish drovers, 71-79 Peckham High Street, London, SE15 5RS","The kentish drovers, 71-79 Peckham High Street, London, SE15 5RS",,71-79,Peckham High Street,London,The kentish drovers,Pub/bar/nightclub,7843,0,,364633,0,,51.473836,4074,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069309,SE15 5RS,13/10/2010,fhrs_5_en-GB,5,,FHRS,0
127718,"The lovely house, 119 Bellenden Road, London, SE15 4QY","The lovely house, 119 Bellenden Road, London, SE15 4QY",,119,Bellenden Road,London,The lovely house,Restaurant/Cafe/Canteen,1,10,,467719,10,,51.467913,181732,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072281,SE15 4QY,29/08/2013,fhrs_2_en-GB,2,,FHRS,15
